1,0.90432,0.73506,0.72353,0.58305,0.56178,0.75898,0.73513,0.61645,0.57507,0.7982,0.74189,0.79687,0.7297,0.72544,0.68816,0.79905,0.76432,0.84999,0.81586,0.46233,0.36578,0.64137,0.62068,0.55422,0.54698,0.59583,0.61457,0.7045,0.66232,0.51424,0.47143,0.74976,0.68432,0.58819,0.50507,0.58454,0.53394,0.58419,0.61773,0.47737,0.49116,0.72723,0.70141,0.69533,0.68217,0.67893,0.72946,0.71537,0.66589,0.71394,0.66207,0.6456,0.62747,0.72938,0.74192,0.91153,0.85553,0.7546,0.72293,0.76575,0.61675,0.81579,0.73589,0.60189,0.58718,0.73407,0.70323,0.80227,0.77054,0.35684,0.32673,0.40204,0.35678,0.28477,0.28698,0.28439,0.24334,0.74578,0.7253,0.83098,0.82403,0.71172,0.73019,0.7666,0.75102,0.62923,0.64377,0.74359,0.7538,0.41893,0.48829,0.26937,0.43375,0.49388,0.43086,0.64428,0.5996,0.56727,0.6074,0.4103,0.50273,0.43373,0.47236,0.39068,0.44797,0.32624,0.27504,0.3339,0.53511,0.48868,0.48397,0.40172,0.47906,0.34974,0.15867
0.90432,1,0.69633,0.737,0.57164,0.54975,0.70904,0.73372,0.57898,0.55894,0.72309,0.75271,0.71701,0.71317,0.66475,0.67385,0.81124,0.82595,0.82709,0.85347,0.45961,0.36798,0.61733,0.61221,0.52853,0.54502,0.57854,0.59392,0.70359,0.701,0.53966,0.50781,0.77579,0.73365,0.58589,0.52281,0.58784,0.56538,0.59425,0.63877,0.47204,0.50588,0.74515,0.7269,0.72278,0.71939,0.6999,0.7534,0.73561,0.69344,0.70878,0.66703,0.63534,0.63145,0.71732,0.7388,0.91274,0.92725,0.74572,0.72909,0.70959,0.59091,0.79475,0.76777,0.55673,0.55084,0.74764,0.73282,0.84257,0.83608,0.36878,0.35304,0.40633,0.40376,0.30569,0.3381,0.32904,0.31203,0.76241,0.76681,0.82595,0.83877,0.67498,0.72506,0.71317,0.72544,0.58516,0.60988,0.69324,0.72325,0.43758,0.47166,0.28769,0.42223,0.49084,0.45686,0.67286,0.60902,0.59385,0.60494,0.43435,0.48463,0.46259,0.4683,0.39269,0.43804,0.34635,0.28231,0.34084,0.53627,0.52615,0.51011,0.42312,0.51188,0.35623,0.15177
0.73506,0.69633,1,0.86347,0.78732,0.72057,0.90382,0.76398,0.8097,0.6981,0.62676,0.60923,0.71649,0.65097,0.71941,0.66483,0.59036,0.59494,0.73737,0.66694,0.51759,0.41911,0.90473,0.84987,0.75846,0.73718,0.72996,0.70108,0.54022,0.53326,0.61013,0.59948,0.69221,0.62466,0.62898,0.53071,0.53717,0.50068,0.55818,0.58627,0.3827,0.42878,0.68794,0.69396,0.61223,0.62379,0.6951,0.67996,0.65951,0.70222,0.64083,0.7015,0.68759,0.67181,0.65273,0.67231,0.66836,0.6623,0.70406,0.68715,0.68077,0.56898,0.64052,0.58001,0.70255,0.65931,0.73289,0.69167,0.60049,0.60266,0.41762,0.42005,0.37322,0.34743,0.29468,0.2957,0.2955,0.26358,0.57184,0.57149,0.64325,0.66655,0.59531,0.62956,0.72639,0.70847,0.57748,0.61936,0.71009,0.7396,0.54335,0.58552,0.48578,0.62157,0.38578,0.29858,0.53848,0.47982,0.51711,0.55649,0.44485,0.55868,0.4296,0.45814,0.39701,0.44242,0.322,0.24382,0.24309,0.39722,0.44045,0.44477,0.44141,0.4223,0.3223,0.050469
0.72353,0.737,0.86347,1,0.7238,0.74365,0.84292,0.89296,0.74476,0.74313,0.62527,0.69627,0.68706,0.73307,0.66863,0.71565,0.61496,0.62972,0.73453,0.71746,0.51536,0.45843,0.83101,0.87295,0.68568,0.74282,0.67518,0.69459,0.57999,0.59992,0.65953,0.6863,0.72711,0.70753,0.63433,0.5834,0.53405,0.53173,0.54835,0.58908,0.39512,0.46709,0.64773,0.64651,0.59341,0.59426,0.65946,0.6676,0.6438,0.64634,0.63473,0.65758,0.64517,0.60946,0.64483,0.64991,0.677,0.67848,0.6626,0.68386,0.66126,0.67007,0.65076,0.66509,0.64387,0.7102,0.71286,0.72571,0.61763,0.62927,0.45294,0.4865,0.40185,0.40912,0.33162,0.35441,0.33383,0.33865,0.59098,0.59772,0.65058,0.67942,0.57746,0.63829,0.69432,0.71459,0.52714,0.56862,0.68186,0.72727,0.58829,0.5453,0.53367,0.55106,0.39682,0.32668,0.54211,0.47125,0.54063,0.53805,0.52311,0.52722,0.47728,0.44282,0.42824,0.43106,0.35574,0.26317,0.27448,0.42317,0.46416,0.44738,0.42568,0.42381,0.33942,0.09056
0.58305,0.57164,0.78732,0.7238,1,0.79262,0.74391,0.64864,0.81936,0.71166,0.47679,0.48038,0.56796,0.52756,0.64824,0.58715,0.47658,0.48586,0.57737,0.55358,0.51591,0.42536,0.72965,0.70341,0.66694,0.61045,0.72308,0.66063,0.42432,0.43654,0.47976,0.47223,0.58006,0.53174,0.53292,0.4651,0.43184,0.42163,0.47129,0.48316,0.30926,0.3754,0.56933,0.57325,0.5216,0.53467,0.59497,0.5838,0.59282,0.63304,0.5729,0.63906,0.62726,0.59152,0.55587,0.57488,0.5553,0.55802,0.65551,0.64025,0.6079,0.5303,0.54385,0.49215,0.573,0.5875,0.64528,0.61542,0.51491,0.53812,0.28921,0.32782,0.27831,0.27194,0.23342,0.24551,0.226,0.20006,0.4687,0.46204,0.52957,0.54469,0.50835,0.54781,0.58705,0.58372,0.51954,0.53473,0.62729,0.64431,0.50095,0.52231,0.45703,0.54853,0.30627,0.21437,0.43399,0.35449,0.44059,0.46928,0.39854,0.51185,0.38293,0.41877,0.32232,0.36745,0.29221,0.21404,0.19955,0.31688,0.39148,0.39126,0.41144,0.37717,0.2806,0.022239
0.56178,0.54975,0.72057,0.74365,0.79262,1,0.6971,0.70298,0.72393,0.79977,0.45373,0.51954,0.52635,0.56256,0.57575,0.60929,0.44917,0.47129,0.55703,0.56128,0.50086,0.4747,0.68209,0.70602,0.59347,0.63464,0.64887,0.68954,0.41118,0.44667,0.47175,0.50507,0.57111,0.54596,0.51886,0.50011,0.42647,0.42571,0.44583,0.47962,0.31285,0.38534,0.5519,0.55592,0.48794,0.51185,0.57259,0.5642,0.57127,0.62212,0.55714,0.62022,0.60927,0.58524,0.53393,0.54337,0.53087,0.52354,0.60961,0.63974,0.5471,0.57355,0.50719,0.50114,0.50221,0.6051,0.61371,0.61916,0.49684,0.51492,0.29599,0.35408,0.27066,0.28456,0.23361,0.25637,0.22263,0.22493,0.42922,0.43154,0.49091,0.5047,0.48273,0.52316,0.53515,0.55047,0.49688,0.50445,0.57288,0.62712,0.54388,0.50317,0.5113,0.52488,0.24982,0.18938,0.40259,0.34304,0.44186,0.46139,0.45034,0.48567,0.415,0.4005,0.32594,0.35553,0.27382,0.22911,0.17962,0.30161,0.38373,0.39707,0.41852,0.38029,0.27567,0.019364
0.75898,0.70904,0.90382,0.84292,0.74391,0.6971,1,0.86006,0.8134,0.73295,0.72637,0.71024,0.79767,0.73244,0.7355,0.70745,0.63664,0.62867,0.75167,0.68705,0.46896,0.37578,0.81228,0.77165,0.66578,0.65561,0.65545,0.64493,0.63451,0.61471,0.62555,0.61146,0.72806,0.67851,0.60289,0.53356,0.5224,0.49043,0.5336,0.54852,0.4064,0.44951,0.65741,0.65483,0.5726,0.59003,0.63867,0.64328,0.61492,0.6406,0.61171,0.65335,0.63541,0.61978,0.63062,0.64708,0.67349,0.66124,0.70614,0.68518,0.76876,0.68045,0.698,0.67779,0.69503,0.69768,0.71328,0.68034,0.59102,0.59421,0.47888,0.4644,0.43859,0.41089,0.35842,0.36247,0.36049,0.33616,0.607,0.60549,0.66038,0.67621,0.63467,0.66156,0.69702,0.69316,0.54341,0.55541,0.70844,0.73043,0.54859,0.5843,0.45926,0.59528,0.38782,0.32121,0.53255,0.46723,0.51399,0.54559,0.48065,0.57363,0.45587,0.47429,0.39027,0.45252,0.33903,0.26785,0.27055,0.41913,0.42222,0.43039,0.43968,0.41282,0.33478,0.1141
0.73513,0.73372,0.76398,0.89296,0.64864,0.70298,0.86006,1,0.70252,0.76006,0.69449,0.80841,0.73462,0.82574,0.65496,0.74975,0.6426,0.65536,0.73265,0.71991,0.4506,0.40916,0.71193,0.74711,0.56828,0.62499,0.57863,0.60772,0.65391,0.68033,0.6571,0.66566,0.73833,0.73886,0.58286,0.55581,0.51002,0.50442,0.50149,0.52648,0.40681,0.47665,0.60453,0.58512,0.56134,0.55638,0.58991,0.62082,0.59894,0.57272,0.62502,0.59436,0.58582,0.53734,0.62547,0.609,0.66614,0.65407,0.66019,0.67273,0.72232,0.7665,0.69437,0.75874,0.60045,0.70873,0.67371,0.70271,0.60185,0.61235,0.48334,0.50109,0.45612,0.46804,0.36649,0.39812,0.36074,0.37801,0.60878,0.61973,0.65723,0.67722,0.59429,0.65502,0.65235,0.67746,0.49577,0.50089,0.66889,0.69912,0.57373,0.5248,0.47366,0.50445,0.38985,0.33165,0.53455,0.46477,0.55528,0.53527,0.55139,0.53169,0.50607,0.46995,0.41094,0.42283,0.36761,0.29779,0.29202,0.44012,0.45774,0.45268,0.42983,0.42318,0.35087,0.15209
0.61645,0.57898,0.8097,0.74476,0.81936,0.72393,0.8134,0.70252,1,0.75898,0.55014,0.55648,0.67164,0.59816,0.71796,0.65095,0.50418,0.50519,0.60471,0.56085,0.45056,0.35574,0.74506,0.71084,0.66141,0.62101,0.64678,0.61695,0.49709,0.49246,0.51504,0.51971,0.58911,0.54572,0.50787,0.45491,0.42035,0.41142,0.44773,0.46082,0.31168,0.36687,0.58667,0.58706,0.50945,0.52924,0.60864,0.59178,0.59551,0.62395,0.58177,0.634,0.635,0.60008,0.57158,0.58122,0.55858,0.55908,0.64984,0.63354,0.65686,0.58925,0.57674,0.53718,0.60856,0.61556,0.60753,0.57242,0.4987,0.51393,0.37173,0.38569,0.33832,0.31848,0.26499,0.28974,0.27087,0.24082,0.50245,0.49021,0.55898,0.56989,0.54879,0.58387,0.63954,0.62194,0.50071,0.52749,0.67692,0.68122,0.52269,0.55316,0.47047,0.59193,0.34645,0.25969,0.47934,0.4105,0.47202,0.49612,0.44738,0.55581,0.41211,0.4408,0.35168,0.40059,0.30648,0.238,0.23568,0.35894,0.40561,0.40096,0.42286,0.39788,0.2912,0.090466
0.57507,0.55894,0.6981,0.74313,0.71166,0.79977,0.73295,0.76006,0.75898,1,0.5175,0.60824,0.62406,0.65785,0.62847,0.69841,0.46576,0.47211,0.54743,0.52701,0.43331,0.3765,0.659,0.69374,0.55604,0.58905,0.58498,0.61175,0.46763,0.48585,0.47008,0.50823,0.54463,0.52526,0.46387,0.45496,0.41023,0.41849,0.43347,0.45807,0.30758,0.36999,0.54,0.54158,0.45912,0.49235,0.56036,0.54425,0.55058,0.58725,0.53245,0.58527,0.5854,0.55899,0.51915,0.53602,0.52371,0.5186,0.59993,0.62439,0.59761,0.65904,0.5258,0.54071,0.50659,0.62628,0.54254,0.54969,0.44966,0.46938,0.3359,0.37607,0.28731,0.30315,0.24548,0.27637,0.2153,0.21618,0.45814,0.44912,0.52078,0.52504,0.52975,0.55823,0.56332,0.57248,0.46926,0.49658,0.59152,0.64255,0.53564,0.48842,0.49985,0.52112,0.29158,0.20813,0.4047,0.34972,0.4221,0.44022,0.47722,0.48562,0.42486,0.40273,0.32307,0.34341,0.2825,0.23143,0.18699,0.31546,0.35949,0.36075,0.41171,0.37827,0.26604,0.053162
